job_title,company,salary,location,classification,work_type,technical_skills,posted_date,job_id_url
Credit Analyst,Department of Home Affairs,N/A,Sydney NSW,Government - Federal (Government & Defence),Full time,Analytics R Excel ml ai r analytics excel,2024-10-17,https://www.seek.com.au/job/79742846?type=standout&ref=search-standalone&origin=cardTitle
Marketing Analyst,Kapital Consulting,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,R Excel ml ai r excel,2024-10-22,https://www.seek.com.au/job/79678098?type=standout&ref=search-standalone&origin=cardTitle
FP&A Analyst,Bi3 Technologies,N/A,Sydney NSW,Engineering - Software (Information & Communication Technology),Full time,R excel r ai,2024-10-22,https://www.seek.com.au/job/79720372?type=standard&ref=search-standalone&origin=cardTitle
Producer & Agency Lead,Healthscope Limited,N/A,Sydney NSW,Occupational Health & Safety (Human Resources & Recruitment),Full time,R Excel ml ai r excel,2024-10-22,https://www.seek.com.au/job/79731721?type=standard&ref=search-standalone&origin=cardTitle
Group Safety & Compliance Manager,Australian Nuclear Science and Technology Organisation,N/A,"Lucas Heights, Sydney NSW",Business/Systems Analysts (Information & Communication Technology)Government - Federal (Government & Defence),Full time,R Excel ai r excel ML,2024-10-01,https://www.seek.com.au/job/79538614?type=standout&ref=search-standalone&origin=cardTitle
Operations Specialist - Business Analyst,Insurance Australia Group,N/A,Sydney NSW,Financial Accounting & Reporting (Accounting),Full time,R r ai,2024-10-24,https://www.seek.com.au/job/79630817?type=standard&ref=search-standalone&origin=cardTitle
Collibra Technical Lead,Teachers Mutual Bank,N/A,"Homebush, Sydney NSW",Analysis & Reporting (Banking & Financial Services),Contract/Temp,r ai,2024-10-21,https://www.seek.com.au/job/79628270?type=standout&ref=search-standalone&origin=cardTitle
Senior Analyst - Group Insurance Quotations,Bank of Queensland,Sydney CBD location!,Sydney NSW,Architects (Information & Communication Technology),Full time,R Excel ml ai r excel,2024-10-23,https://www.seek.com.au/job/79645852?type=standout&ref=search-standalone&origin=cardTitle
APS6 Cape Class In-Service Support Integrated Logistics Support Officer,Experis AU,N/A,Sydney NSW,Other (Information & Communication Technology),Contract/Temp,quantitative R Excel ai Quantitative r Tableau,2024-10-23,https://www.seek.com.au/job/79191145?type=standout&ref=search-standalone&origin=cardTitle
Consumer Insight + Research Specialist,Are Media,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R ai r excel SAs,2024-10-03,https://www.seek.com.au/job/79715957?type=standout&ref=search-standalone&origin=cardTitle
Operations Enhancement Analyst,Insignia Financial Ltd,N/A,Sydney NSW,Help Desk & IT Support (Information & Communication Technology),Full time,R Excel ai r excel,2024-10-21,https://www.seek.com.au/job/79636695?type=standard&ref=search-standalone&origin=cardTitle
Senior Team Assistant - Sydney,SG Fleet Group Ltd,N/A,"Pymble, Sydney NSW",Programme & Project Management (Information & Communication Technology),Full time,quantitative R JIRA Excel sAS ai r,2024-10-12,https://www.seek.com.au/job/79691654?type=standout&ref=search-standalone&origin=cardTitle
Data Integration Manager,DataMesh,N/A,Sydney NSW,Customer Service - Call Centre (Call Centre & Customer Service),Full time,Analytics R ETL SAS Java AWS ml ai r analytics Python,2024-10-12,https://www.seek.com.au/job/79691455?type=standard&ref=search-standalone&origin=cardTitle
PMO Analyst,"Department of Planning, Housing and Infrastructure",N/A,Sydney NSW,"Environmental, Earth & Geosciences (Science & Technology)Government - State (Government & Defence)",Full time,Analytics R AI r excel aws,2024-10-09,https://www.seek.com.au/job/79229275?type=standout&ref=search-standalone&origin=cardTitle
Dynamics 365 FinOps Analyst,Microsoft,Subsidised health insurance + stock discounts,Sydney NSW,Management (Information & Communication Technology),Full time,R ETL AWS ai r Python Power BI,2024-10-17,https://www.seek.com.au/job/79626376?type=standout&ref=search-standalone&origin=cardTitle
"Head of Data & AI, Asia - SMB",Novon,N/A,Sydney NSW,Database Development & Administration (Information & Communication Technology),Full time,R r analytics ai,2024-10-19,https://www.seek.com.au/job/79446215?type=standard&ref=search-standalone&origin=cardTitle
Service Desk Technical Analyst,IBC Recruitment,N/A,Sydney NSW,Programme & Project Management (Information & Communication Technology),Contract/Temp,SQL Analytics R ai statistical r Tableau SAs Power BI,2024-10-18,https://www.seek.com.au/job/79443474?type=standout&ref=search-standalone&origin=cardTitle
Manager Spatial Data Services,Correlate Resources,N/A,Sydney NSW,Analysts (Consulting & Strategy),Full time,SQL ETL R Databricks Excel ai r Python Snowflake,2024-10-17,https://www.seek.com.au/job/79352568?type=standout&ref=search-standalone&origin=cardTitle
Data Engineer,Bank of Queensland,N/A,Sydney NSW,Help Desk & IT Support (Information & Communication Technology),Full time,R r AWS ai,2024-10-04,https://www.seek.com.au/job/79547783?type=standard&ref=search-standalone&origin=cardTitle
Reserving Actuary,Change Recruitment,"$120,000 – $180,000 per year",Sydney NSW,Engineering - Software (Information & Communication Technology),Full time,SQL R Excel ai r Python sAs,2024-10-17,https://www.seek.com.au/job/79599908?type=standout&ref=search-standalone&origin=cardTitle
Senior Customer Insights Analyst,Talent Insights Group Pty Ltd,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,SQL Analytics R Databricks ai AI r analytics ML,2024-10-17,https://www.seek.com.au/job/79561485?type=standout&ref=search-standalone&origin=cardTitle
Senior Data Engineer,Paxus,Weekly Pay + Long Term Contract,Sydney NSW,Government - Federal (Government & Defence),Contract/Temp,r ai,2024-10-22,https://www.seek.com.au/job/79540590?type=standard&ref=search-standalone&origin=cardTitle
Azure Platform Engineer (Data & Analytics),Endeavour Group,N/A,"Surry Hills, Sydney NSW",Programme & Project Management (Information & Communication Technology),Contract/Temp,R ETL Excel ai r,2024-10-25,https://www.seek.com.au/job/79266779?type=standout&ref=search-standalone&origin=cardTitle
Technical Business Analyst,NDIS Quality and Safeguards Commission,+ 15.4% Superannuation,Sydney NSW,"Government - Local, Government - Federal (Government & Defence)",Full time,SQL Analytics R ETL ai r analytics Python ML,2024-10-12,https://www.seek.com.au/job/79553388?type=standout&ref=search-standalone&origin=cardTitle
"Centre of Excellence, Reporting Senior Analyst, ePMO",Peoplebank Australia NSW,$500-$600 per day + Super,"Parramatta, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Contract/Temp,ml r sAs ai,2024-10-25,https://www.seek.com.au/job/79546599?type=standout&ref=search-standalone&origin=cardTitle
Senior Auditor - Analytics and Automation,Quantaco Pty Ltd,N/A,Sydney NSW,Product Management & Development (Information & Communication Technology),Full time,R r Excel ai,2024-10-24,https://www.seek.com.au/job/79636313?type=promoted&ref=search-standalone&origin=cardTitle
Group Safety & Compliance Manager,AMP Services,competitive salary + 12% super,Sydney NSW,Web & Interaction Design (Design & Architecture),Full time,R r Excel ai,2024-10-19,https://www.seek.com.au/job/79725171?type=promoted&ref=search-standalone&origin=cardTitle
Financial Business Analyst,Employment Hero,N/A,Sydney NSW,Other (Engineering),Full time,R r ai,2024-10-24,https://www.seek.com.au/job/79447269?type=standout&ref=search-standalone&origin=cardTitle
Analytics Engineer,Accenture,N/A,Sydney NSW,Consultants (Information & Communication Technology),Full time,R ml ai r Python,2024-10-09,https://www.seek.com.au/job/79721392?type=standout&ref=search-standalone&origin=cardTitle
Project Manager - Data Migration,Western Sydney Local Health District,$37.69 - $55.17 per hour + 11% superannuation,"Westmead, Sydney NSW","Psychology, Counselling & Social Work (Healthcare & Medical)",Contract/Temp,SQL R AWS Excel ai r Python excel,2024-10-09,https://www.seek.com.au/job/79699401?type=standout&ref=search-standalone&origin=cardTitle
Data Engineer,ASIC,N/A,Sydney NSW,Analysis & Reporting (Banking & Financial Services)Government - Federal (Government & Defence),Full time,quantitative R ai r excel,2024-10-18,https://www.seek.com.au/job/79597383?type=standout&ref=search-standalone&origin=cardTitle
Analyst - Licensing Team,Stockland,N/A,Sydney NSW,Management Accounting & Budgeting (Accounting),Contract/Temp,SQL R Excel ai r analytics Tableau,Posted 23h ago,https://www.seek.com.au/job/79697038?type=standout&ref=search-standalone&origin=cardTitle
Finance Analyst- Land Lease Communities Development,Are Media,N/A,Sydney NSW,Developers/Programmers (Information & Communication Technology),Full time,R ml ai r analytics excel,2024-10-25,https://www.seek.com.au/job/79358973?type=standout&ref=search-standalone&origin=cardTitle
Research Psychologist,Talent Insights Group Pty Ltd,N/A,Sydney NSW,Analysts (Consulting & Strategy),Full time,R r Excel ai,2024-10-23,https://www.seek.com.au/job/79361828?type=standout&ref=search-standalone&origin=cardTitle
Lead Insights Analyst,SB Recruitment Pty Ltd,$800 - $900 per day plus super,"Alexandria, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Contract/Temp,R Excel ai r excel,2024-10-11,https://www.seek.com.au/job/79569001?type=standard&ref=search-standalone&origin=cardTitle
Banking Platforms Consultant (all levels),Macquarie University,$106089 - $113697 p.a. + Leave loading and 17% sup,"North Ryde, Sydney NSW",Research & Fellowships (Education & Training),Contract/Temp,R r aws ai,2024-10-22,https://www.seek.com.au/job/79742508?type=standout&ref=search-standalone&origin=cardTitle
Technical Business Analyst,Commonwealth Bank - Risk Management,N/A,Sydney NSW,Compliance & Risk (Banking & Financial Services),Full time,R Excel ml ai r sAs,2024-10-22,https://www.seek.com.au/job/79720480?type=standout&ref=search-standalone&origin=cardTitle
Senior Business Analyst // Record or Privacy Mgt,"Talent – Specialists in tech, transformation & beyond",$900 - $950 + super a day,Sydney NSW,Banking - Business (Banking & Financial Services),Contract/Temp,SQL R AWS AI r analytics mathematics Python,2024-10-12,https://www.seek.com.au/job/79689090?type=standout&ref=search-standalone&origin=cardTitle
Customer Remediation Analyst,Troocoo,$190k + super,Sydney NSW,Other (Science & Technology),Contract/Temp,R r Excel ai,2024-10-05,https://www.seek.com.au/job/79435614?type=standout&ref=search-standalone&origin=cardTitle
Senior Data Scientist,Garvan Institute of Medical Research,N/A,Sydney NSW,Clinical/Medical Research (Healthcare & Medical),Full time,R r ai,2024-10-09,https://www.seek.com.au/job/79633509?type=standard&ref=search-standalone&origin=cardTitle
Postdoctoral Research Fellow in Auditory Signal Processing,University of Technology Sydney,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R Excel ai r analytics Power BI,2024-10-23,https://www.seek.com.au/job/79651067?type=standout&ref=search-standalone&origin=cardTitle
Senior Functional Analyst,Woolworths Group,N/A,"Moorebank, Sydney NSW",Maintenance (Engineering),Full time,R Java Excel ai AI statistical r Python ML,2024-10-14,https://www.seek.com.au/job/79440789?type=standout&ref=search-standalone&origin=cardTitle
Analyst - Brokerage,Jenner and Co,N/A,"Ryde & Macquarie Park, Sydney NSW","Analysis & Reporting (Manufacturing, Transport & Logistics)",Full time,R r ai,2024-10-18,https://www.seek.com.au/job/79277253?type=standard&ref=search-standalone&origin=cardTitle
Supply Chain Analyst,InSitu Real Estate Pty Ltd,N/A,"Caringbah, Sydney NSW",Analysts (Real Estate & Property),Full time,R r ai,2024-10-05,https://www.seek.com.au/job/79352582?type=standout&ref=search-standalone&origin=cardTitle
Bioinformatician,Fire & Rescue NSW,N/A,"Greenacre, Sydney NSW",Research & Fellowships (Education & Training)Government - State (Government & Defence),Contract/Temp,R r ai,2024-10-22,https://www.seek.com.au/job/79669620?type=standard&ref=search-standalone&origin=cardTitle
ML Engineer,Co Talent IT Recruitment Pty Ltd,N/A,Sydney NSW,Systems Engineering (Engineering),Full time,R AWS Excel ai r,2024-10-09,https://www.seek.com.au/job/79472805?type=standout&ref=search-standalone&origin=cardTitle
Research Assistant,Starboard IT,"$130,000 – $155,000 per year",Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,SQL R Mathematics SAS Excel ai statistical r analytics Python excel,2024-10-09,https://www.seek.com.au/job/79566219?type=standard&ref=search-standalone&origin=cardTitle
Sales Operations Analyst,u&u. Recruitment Partners,N/A,Sydney NSW,Management & Change Consulting (Consulting & Strategy),Full time,excel R r ai,2024-10-17,https://www.seek.com.au/job/79296281?type=promoted&ref=search-standalone&origin=cardTitle
Senior Data Scientist,Australian Retirement Trust,N/A,Sydney NSW,Other (Insurance & Superannuation),Full time,R r ML ai,2024-10-24,https://www.seek.com.au/job/79637034?type=promoted&ref=search-standalone&origin=cardTitle
Postdoctoral Research Fellow in Auditory Signal Processing,Correlate Resources,Up to 800 per day,Sydney NSW,Developers/Programmers (Information & Communication Technology),Contract/Temp,R r analytics Power BI,2024-10-23,https://www.seek.com.au/job/79360466?type=standout&ref=search-standalone&origin=cardTitle
Marketing Technology Operations Specialist,Private Advertiser,"$125,000 – $145,000 inc super",Sydney NSW,Payroll (Accounting),Full time,SQL R ETL AWS ai Ai r Python,2024-10-08,https://www.seek.com.au/job/79360101?type=standard&ref=search-standalone&origin=cardTitle
Senior Functional Analyst,West Recruitment,N/A,"Parramatta, Sydney NSW",Database Development & Administration (Information & Communication Technology),Full time,R r,2024-10-10,https://www.seek.com.au/job/79541108?type=standout&ref=search-standalone&origin=cardTitle
Supply Chain Analyst,White Bay Search,"Upto $140,0000 + Super","Moorebank, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,R AWS ai Ai r Python ML,2024-10-03,https://www.seek.com.au/job/79700311?type=standout&ref=search-standalone&origin=cardTitle
Bioinformatician,Ethos BeathChapman,Up to $700 including super,Sydney NSW,Management & Change Consulting (Consulting & Strategy),Contract/Temp,SQL R Java AWS Excel ai r excel ML,2024-10-15,https://www.seek.com.au/job/79691633?type=standard&ref=search-standalone&origin=cardTitle
"APS Level 6 - Departmental Officer- Data, Intelligence and Reporting",Google,World Class Benefits,Sydney NSW,Programme & Project Management (Information & Communication Technology),Full time,SQL Analytics R ai r Python,2024-10-03,https://www.seek.com.au/job/79346531?type=standout&ref=search-standalone&origin=cardTitle
Research Assistant,Berendsen Fluid Power Pty Ltd,N/A,"Norwest, Sydney NSW","Analysis & Reporting (Mining, Resources & Energy)",Full time,quantitative R ml ai r,2024-10-15,https://www.seek.com.au/job/79385787?type=standout&ref=search-standalone&origin=cardTitle
Technical Business Analyst,Adopt Change,N/A,Sydney NSW,Other (Administration & Office Support),Full time,R Excel ml ai r Power BI,2024-10-09,https://www.seek.com.au/job/79227662?type=standout&ref=search-standalone&origin=cardTitle
Payroll Data Consultant,Domain Group,N/A,"Pyrmont, Sydney NSW",Other (Information & Communication Technology),Full time,SQL ETL AWS Excel ml ai Ai r analytics Python Tableau Snowflake,Posted 21h ago,https://www.seek.com.au/job/79501278?type=standout&ref=search-standalone&origin=cardTitle
Data Engineer :: Sydney :: $800pd including super,Randstad Digital,6 months daily rate contract,Sydney NSW,Database Development & Administration (Information & Communication Technology),Contract/Temp,SQL R SAS ai r,2024-10-18,https://www.seek.com.au/job/79245959?type=standard&ref=search-standalone&origin=cardTitle
Data Engineer / AWS ETL Data Developer - Python Apache Airflow / Glue NoSQL ETL,Macquarie Group Limited,Competitive salary package and company benefits.,Sydney NSW,Compliance & Risk (Banking & Financial Services),Full time,R r quantitative ai,2024-10-19,https://www.seek.com.au/job/79498614?type=standout&ref=search-standalone&origin=cardTitle
Azure Data Engineer,Archer Referrals,"$140,000 – $160,000 per year",Sydney NSW,Industrial & Employee Relations (Human Resources & Recruitment),Contract/Temp,R r Excel ai,2024-10-23,https://www.seek.com.au/job/79358315?type=standout&ref=search-standalone&origin=cardTitle
Reliability Engineer | Moorebank,Charterhouse,AUD 67 per hour,"Parramatta, Sydney NSW",Government - State (Government & Defence),Contract/Temp,R r ai,2024-10-15,https://www.seek.com.au/job/79746074?type=standout&ref=search-standalone&origin=cardTitle
Business Systems Specialist,Marlin Human Capital,"$1,000 to $1, 200 per day including superannuation",Sydney NSW,Programme & Project Management (Information & Communication Technology),Full time,excel R r ai,2024-10-19,https://www.seek.com.au/job/79587293?type=standout&ref=search-standalone&origin=cardTitle
Change Analyst,Ocean Network Express (Australia) Pty Ltd,N/A,"North Sydney, Sydney NSW",Analysis & Reporting (Sales),Full time,excel R r ai,2024-10-12,https://www.seek.com.au/job/79588181?type=standard&ref=search-standalone&origin=cardTitle
Business Improvement Analyst,Foundation for Alcohol Research & Education,"$111,800 – $116,800 per year",Sydney NSW,Policy (Consulting & Strategy),Full time,R Excel ai r excel,2024-10-18,https://www.seek.com.au/job/79690799?type=standout&ref=search-standalone&origin=cardTitle
"Product Analyst, Channels",Coca-Cola Europacific Partners,N/A,"North Sydney, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,quantitative R ai AI r excel aws,2024-10-19,https://www.seek.com.au/job/79499716?type=standout&ref=search-standalone&origin=cardTitle
Power BI Developer,CGAServices Pty Ltd,N/A,Sydney NSW,Consultants (Information & Communication Technology),Full time,R JIRA ml ai r,2024-10-23,https://www.seek.com.au/job/79593455?type=standard&ref=search-standalone&origin=cardTitle
Commercial Analyst,N/A,N/A,N/A,N/A,N/A,excel r Excel ai,2024-10-15,https://www.seek.com.au/job/79070675?type=standout&ref=search-standalone&origin=cardTitle
Senior Data Engineer,Ecolab Pty Ltd,N/A,"Macquarie Park, Sydney NSW","Purchasing, Procurement & Inventory (Manufacturing, Transport & Logistics)",Full time,SQL R Excel ai r analytics Tableau,2024-10-23,https://www.seek.com.au/job/79451879?type=standout&ref=search-standalone&origin=cardTitle
Credit Analyst (Consumer Loans),Marlin Human Capital,"$1,000 to $1, 200 per day including superannuation",Sydney NSW,Programme & Project Management (Information & Communication Technology),Full time,excel R r ai,2024-10-19,https://www.seek.com.au/job/79587293?type=standout&ref=search-standalone&origin=cardTitle
Creative Digital Designer,Ocean Network Express (Australia) Pty Ltd,N/A,"North Sydney, Sydney NSW",Analysis & Reporting (Sales),Full time,Analytics R ai r analytics Python Power BI,2024-10-12,https://www.seek.com.au/job/79588181?type=standard&ref=search-standalone&origin=cardTitle
Senior Project Manager - Data Centre & Application Upgrades,Foundation for Alcohol Research & Education,"$111,800 – $116,800 per year",Sydney NSW,Policy (Consulting & Strategy),Full time,R ETL Excel ai r,2024-10-11,https://www.seek.com.au/job/79690799?type=standout&ref=search-standalone&origin=cardTitle
Systems Analyst,Coca-Cola Europacific Partners,N/A,"North Sydney, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,Analytics R ml ai AI r analytics Tableau,2024-10-18,https://www.seek.com.au/job/79499716?type=standout&ref=search-standalone&origin=cardTitle
Marketing Analyst,Chubb Insurance Australia Limited,N/A,Sydney NSW,Underwriting (Insurance & Superannuation),Full time,R ETL AWS ai r Python Snowflake,2024-10-16,https://www.seek.com.au/job/79671247?type=standard&ref=search-standalone&origin=cardTitle
Senior Manager Commercial Data Insights and Analytics,CGAServices Pty Ltd,N/A,Sydney NSW,Consultants (Information & Communication Technology),Full time,R Excel ai r excel,2024-10-10,https://www.seek.com.au/job/79593455?type=standard&ref=search-standalone&origin=cardTitle
APS5 Actuary Analyst,N/A,N/A,N/A,N/A,N/A,Power BI r Excel ai,2024-10-10,https://www.seek.com.au/job/79070675?type=standout&ref=search-standalone&origin=cardTitle
SQL Development DBA (SQL / C# / PowerShell) - Financial Trading Technology,Ecolab Pty Ltd,N/A,"Macquarie Park, Sydney NSW","Purchasing, Procurement & Inventory (Manufacturing, Transport & Logistics)",Full time,R excel r ai,2024-10-18,https://www.seek.com.au/job/79451879?type=standout&ref=search-standalone&origin=cardTitle
Product Analyst,Solo Services Group,N/A,"Macquarie Park, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,R ETL ai AI r analytics ML,2024-10-18,https://www.seek.com.au/job/79423915?type=standard&ref=search-standalone&origin=cardTitle
Data Engineer Lead,Charterhouse,AUD 90000 - 110000 per annum,Sydney NSW,Analysis & Reporting (Accounting),Full time,SQL R Excel ai r Python,2024-10-25,https://www.seek.com.au/job/79571750?type=standout&ref=search-standalone&origin=cardTitle
Senior Analyst,Insurance Australia Group,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R ETL ml ai r,2024-10-19,https://www.seek.com.au/job/79530028?type=standard&ref=search-standalone&origin=cardTitle
Data Warehouse Developer,JBS Australia Pty Limited,N/A,"Chullora, Sydney NSW",Financial Accounting & Reporting (Accounting),Full time,R AI r ai,2024-10-25,https://www.seek.com.au/job/79407819?type=standout&ref=search-standalone&origin=cardTitle
Senior Data Engineer (GCP),"Talent – Specialists in tech, transformation & beyond",Up to $55.24 p.h.,"Surry Hills, Sydney NSW",Government - Federal (Government & Defence),Contract/Temp,SQL R Excel ai r sAs,2024-10-15,https://www.seek.com.au/job/79397034?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst,TMGM,N/A,Sydney NSW,Database Development & Administration (Information & Communication Technology),Full time,R r ai,2024-10-16,https://www.seek.com.au/job/79561838?type=standout&ref=search-standalone&origin=cardTitle
Digital Business Analyst/Consultant,ASIC,"$94,198 -$112,011 + 14.8% Super + Benefits",Sydney NSW,Product Management & Development (Information & Communication Technology)Government - Federal (Government & Defence),Full time,R r ai,2024-10-17,https://www.seek.com.au/job/79571554?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst - Patient Reported Measures,Boehringer Ingelheim Pty Ltd,N/A,"Macquarie Park, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,SQL R Excel ai r analytics Tableau,2024-10-08,https://www.seek.com.au/job/79740788?type=standard&ref=search-standalone&origin=cardTitle
Senior Data Architect - AWS Cloud,Alinta Energy,Great salary and development opportunities,Sydney NSW,Analysis & Reporting (Accounting),Full time,R AWS ai r analytics,2024-10-25,https://www.seek.com.au/job/79592000?type=standout&ref=search-standalone&origin=cardTitle
Junior Analyst - Tax and Treasury,Challenger Limited,N/A,Sydney NSW,Analysis & Reporting (Banking & Financial Services),Full time,R Excel ml ai r,2024-10-05,https://www.seek.com.au/job/79731814?type=standard&ref=search-standalone&origin=cardTitle
Technical Business Analysts,Canva,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R Excel ai r excel aws,2024-10-15,https://www.seek.com.au/job/79496574?type=standard&ref=search-standalone&origin=cardTitle
Senior Analyst,Talenza,plus super,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,Analytics R JIRA Excel r,2024-10-15,https://www.seek.com.au/job/79526857?type=standard&ref=search-standalone&origin=cardTitle
Automotive Market Research Specialist (Remote),Talenza,$165k - $185k p.a.,Sydney NSW,Other (Information & Communication Technology),Full time,R r Excel,2024-10-17,https://www.seek.com.au/job/79538705?type=standard&ref=search-standalone&origin=cardTitle
Data Enablement Administrator,Clicks IT Recruitment (NSW),Including superannuation,Sydney NSW,Database Development & Administration (Information & Communication Technology),Contract/Temp,SQL R SAS ai r excel,2024-10-09,https://www.seek.com.au/job/79346645?type=standard&ref=search-standalone&origin=cardTitle
Creative Copywriter,AMP Services,competitive salary + 12% super,Sydney NSW,Brand Management (Marketing & Communications),Full time,R r ai,2024-10-25,https://www.seek.com.au/job/79723740?type=promoted&ref=search-standalone&origin=cardTitle
Brand Campaign Manager,Angle Finance,N/A,Sydney NSW,Credit (Banking & Financial Services),Full time,R r ai,2024-10-12,https://www.seek.com.au/job/79276894?type=promoted&ref=search-standalone&origin=cardTitle
Finance Business Partner,Bluefin Resources Pty Limited,$150000.00 - $250000.00 p.a. + competitive bonuses,Sydney NSW,Funds Management (Banking & Financial Services),Full time,R Excel ai r excel,2024-10-25,https://www.seek.com.au/job/79483361?type=standard&ref=search-standalone&origin=cardTitle
Systematic Global Macro Research Analyst,Neu Capital,N/A,Sydney NSW,Corporate Finance & Investment Banking (Banking & Financial Services),Full time,R r ai,2024-09-27,https://www.seek.com.au/job/79499113?type=standout&ref=search-standalone&origin=cardTitle
Electrical Site Manager - Data Centre,HumanAbility Ltd,N/A,Sydney NSW,Research & Fellowships (Education & Training),Full time,quantitative R ai Quantitative r Python MATLAB,2024-10-08,https://www.seek.com.au/job/79559620?type=standard&ref=search-standalone&origin=cardTitle
Graduate Investment Banking Analyst,Private Advertiser,"$140,000 – $150,000 per year","Hurstville, Sydney NSW",Analysis & Reporting (Accounting),Full time,quantitative R ai statistical r,2024-09-27,https://www.seek.com.au/job/79362219?type=standout&ref=search-standalone&origin=cardTitle
Research Officer,Bluefin Resources Pty Limited,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,R r ai,2024-10-08,https://www.seek.com.au/job/79721853?type=standard&ref=search-standalone&origin=cardTitle
Application Migration Specialist,oOh!,N/A,"North Sydney, Sydney NSW","Other (Advertising, Arts & Media)",Contract/Temp,SQL R ai r analytics Power BI,2024-10-05,https://www.seek.com.au/job/79446110?type=standard&ref=search-standalone&origin=cardTitle
Senior Business Intelligence / Commercial Finance Analyst,AMP Services,competitive salary + 12% super,Sydney NSW,Marketing Communications (Marketing & Communications),Full time,R r,2024-10-10,https://www.seek.com.au/job/79725959?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst - Sales Operations,TransUnion Limited,N/A,Sydney NSW,Analysts (Consulting & Strategy),Full time,R Excel ai r excel,2024-10-17,https://www.seek.com.au/job/79103603?type=standout&ref=search-standalone&origin=cardTitle
"Analyst, Business Operations",Department of Health & Aged Care,N/A,"Surry Hills, Sydney NSW",Government - Federal (Government & Defence),Full time,R r analytics ai,2024-10-09,https://www.seek.com.au/job/79345019?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst,Bluefin Resources Pty Limited,$95000.00 - $105000.00 p.a. + plus super,Sydney NSW,Market Research & Analysis (Marketing & Communications),Contract/Temp,R r ai,2024-10-04,https://www.seek.com.au/job/79113003?type=standard&ref=search-standalone&origin=cardTitle
Marketing Insights Analyst,Krosbo,"$120,000 – $140,000 per year",Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Full time,SQL R JIRA Excel ai r Tableau python java Power BI,2024-10-15,https://www.seek.com.au/job/79329211?type=standard&ref=search-standalone&origin=cardTitle
Senior Auditor - Analytics and Automation,Yancoal,N/A,Sydney NSW,Audit - Internal (Accounting),Full time,R Excel ml ai r Power BI,2024-10-24,https://www.seek.com.au/job/79284228?type=standout&ref=search-standalone&origin=cardTitle
"Departmental Officer - Data, Intelligence and Reporting",KING Living,N/A,"Turrella, Sydney NSW",Database Development & Administration (Information & Communication Technology),Full time,SQL R SAS Excel ai statistical r analytics Tableau,2024-10-10,https://www.seek.com.au/job/79396015?type=standout&ref=search-standalone&origin=cardTitle
Master Data Specialist,Bluestone,N/A,Sydney NSW,Treasury (Banking & Financial Services),Full time,R r sAs ai,2024-10-05,https://www.seek.com.au/job/79541536?type=standout&ref=search-standalone&origin=cardTitle
Business Analyst,M.J. Bale,N/A,"Rosebery, Sydney NSW",Business/Systems Analysts (Information & Communication Technology),Full time,R Mathematics Statistical ai AI statistical r excel ML,,https://www.seek.com.au/job/79351533?type=standard&ref=search-standalone&origin=cardTitle
Principal Data Scientist,Microsoft,Subsidised health insurance + stock discounts,Sydney NSW,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,R Excel ai r excel,,https://www.seek.com.au/job/79276188?type=standout&ref=search-standalone&origin=cardTitle
IT Business Analyst,First Prudential Markets Pty Limited,"$80,000 – $90,000 per year",Sydney NSW,Stockbroking & Trading (Banking & Financial Services),Full time,Analytics R ai r analytics Python Power BI,,https://www.seek.com.au/job/79479973?type=standard&ref=search-standalone&origin=cardTitle
Content Strategist & Writer,Ethos BeathChapman,N/A,Sydney NSW,Business/Systems Analysts (Information & Communication Technology),Contract/Temp,R r Excel,,https://www.seek.com.au/job/79715419?type=standard&ref=search-standalone&origin=cardTitle
Trust Analyst,Berendsen Fluid Power Pty Ltd,N/A,"Norwest, Sydney NSW","Analysis & Reporting (Manufacturing, Transport & Logistics)",Full time,R Excel ml ai r Power BI,,https://www.seek.com.au/job/79385895?type=standout&ref=search-standalone&origin=cardTitle
